2025-03-17 09:27:17,742 INFO    Thread-10 :60930 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_setup.py:_flush():67] Configure stats pid to 60930
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_setup.py:_flush():67] Loading settings from /Users/rudra_sarkar/.config/wandb/settings
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_setup.py:_flush():67] Loading settings from /Users/rudra_sarkar/Documents/PhD IIT Madras/Intro to Deep Learning M Khapra DA6401/DA6401 Assignment/da6401_assignment1/wandb/settings
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/rudra_sarkar/Documents/PhD IIT Madras/Intro to Deep Learning M Khapra DA6401/DA6401 Assignment/da6401_assignment1/wandb/run-20250317_092717-sebanddt/logs/debug.log
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/rudra_sarkar/Documents/PhD IIT Madras/Intro to Deep Learning M Khapra DA6401/DA6401 Assignment/da6401_assignment1/wandb/run-20250317_092717-sebanddt/logs/debug-internal.log
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_init.py:init():761] calling init triggers
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation': 'relu', 'batch_size': 1024, 'beta1': 0.8819588622733693, 'beta2': 0.9989312953712116, 'epochs': 1000, 'hidden_size': [784], 'learning_rate': 0.004187970584830549, 'loss': 'cross_entropy', 'momentum': 0.7556657512900677, 'optimizer': 'rmsprop', 'weight_decay': 0.00011521580197274306, 'weight_init': 'xavier'}
config: {'epochs': 1000, 'batch_size': 256, 'loss': 'cross_entropy', 'optimizer': 'rmsprop', 'learning_rate': 0.0005609118881920104, 'weight_init': 'random', 'hidden_size': [784], 'num_layers': 1, 'input_size': 784, 'output_size': 10, 'beta': 0.5, 'activation': 'relu', 'weight_decay': 4.371711948677448e-05, 'beta1': 0.8517276980324308, 'beta2': 0.9823578911994332, 'epsilon': 1e-06, 'momentum': 0.7890899675997217, 'wandb_entity': 'da24d008-iit-madras', 'wandb_project': 'da24d008-assignment1', 'wandb_sweep': True, 'sweep_id': 'da24d008-iit-madras/da24d008-assignment1/dikagoze', 'dataset': 'fashion_mnist', '_wandb': {}}
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_init.py:init():784] starting backend
2025-03-17 09:27:17,743 INFO    Thread-10 :60930 [wandb_init.py:init():788] sending inform_init request
2025-03-17 09:27:17,751 INFO    Thread-10 :60930 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-03-17 09:27:17,752 INFO    Thread-10 :60930 [wandb_init.py:init():798] backend started and connected
2025-03-17 09:27:17,753 INFO    Thread-10 :60930 [wandb_run.py:_config_callback():1261] config_cb None None {'activation': 'relu', 'batch_size': 1024, 'beta1': 0.8819588622733693, 'beta2': 0.9989312953712116, 'epochs': 1000, 'hidden_size': [784], 'learning_rate': 0.004187970584830549, 'loss': 'cross_entropy', 'momentum': 0.7556657512900677, 'optimizer': 'rmsprop', 'weight_decay': 0.00011521580197274306, 'weight_init': 'xavier'}
2025-03-17 09:27:17,762 INFO    Thread-10 :60930 [wandb_init.py:init():891] updated telemetry
2025-03-17 09:27:17,806 INFO    Thread-10 :60930 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-17 09:27:18,180 INFO    Thread-10 :60930 [wandb_init.py:init():990] starting run threads in backend
2025-03-17 09:27:18,329 INFO    Thread-10 :60930 [wandb_run.py:_console_start():2375] atexit reg
2025-03-17 09:27:18,329 INFO    Thread-10 :60930 [wandb_run.py:_redirect():2227] redirect: wrap_raw
